,reconstruction_error,Label_x,index,cpu_usage,memory_usage[kb],label,timestamp,timestamp1,Timestamp [ms],"	CPU cores","	CPU capacity provisioned [MHZ]","	CPU usage [MHZ]","	CPU usage [%]","	Memory capacity provisioned [KB]","	Memory usage [KB]","	Disk read throughput [KB/s]","	Disk write throughput [KB/s]","	Network received throughput [KB/s]","	Network transmitted throughput [KB/s]",Label_y
852,1.44E-05,0,8450,0.683333333,0,0,13767037961,13766611961,1378851893,4,11703.99824,79.97732131,0.683333333,67108864,0,0,1.333333333,0,1,0
853,1.42E-05,0,3554,0.716666667,0,0,13767038561,13766612061,1377381759,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1.8,0,1,0
854,1.45E-05,0,2275,0.666666667,0,0,13767039161,13766612161,1376997724,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.6,0,1,0
855,1.52E-05,0,1030,0.533333333,0,0,13767039761,13766612261,1376623873,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.6,0,1,0
856,1.49E-05,0,7336,0.583333333,0,0,13767040361,13766612361,1378517661,4,11703.99824,68.27332307,0.583333333,67108864,0,0,1,0,1,0
857,1.42E-05,0,1909,0.716666667,0,0,13767040961,13766612461,1376887602,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.6,0,1,0
858,1.48E-05,0,2257,0.6,0,0,13767041561,13766612561,1376992312,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
859,1.46E-05,0,4241,0.633333333,0,0,13767042161,13766612661,1377588776,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
860,1.41E-05,0,5765,0.75,0,0,13767042761,13766612761,1378046315,4,11703.99824,87.7799868,0.75,67108864,0,0,0.6,0,1,0
861,1.49E-05,0,1239,0.583333333,0,0,13767043361,13766612861,1376686579,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.6,0,1,0
862,1.51E-05,0,2449,0.55,0,0,13767043961,13766612961,1377050229,4,11703.99824,64.37199032,0.55,67108864,0,0,0.333333333,0,1,0
863,1.46E-05,0,1034,0.633333333,0,0,13767044561,13766613061,1376625073,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
864,1.42E-05,0,6159,0.733333333,0,0,13767045161,13766613161,1378164526,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.666666667,0,1,0
865,1.44E-05,0,7280,0.683333333,0,0,13767045761,13766613261,1378500860,4,11703.99824,79.97732131,0.683333333,67108864,0,0,2.2,0,1.066666667,0
866,1.42E-05,0,5859,0.733333333,0,0,13767046361,13766613361,1378074518,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.6,0,1,0
867,1.51E-05,0,4542,0.55,0,0,13767046961,13766613461,1377679084,4,11703.99824,64.37199032,0.55,67108864,0,0,0.6,0,1,0
868,1.46E-05,0,5770,0.633333333,0,0,13767047561,13766613561,1378047815,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
869,1.44E-05,0,8615,0.683333333,0,0,13767048161,13766613661,1378901397,4,11703.99824,79.97732131,0.683333333,67108864,0,0,1,0,1,0
870,1.51E-05,0,4686,0.55,0,0,13767048761,13766613761,1377722586,4,11703.99824,64.37199032,0.55,67108864,0,0,0.6,0,1,0
871,1.50E-05,0,2627,0.566666667,0,0,13767049361,13766613861,1377103634,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.6,0,1,0
872,1.52E-05,0,3958,0.533333333,0,0,13767049961,13766613961,1377503570,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.666666667,0,1,0
873,1.49E-05,0,5687,0.583333333,0,0,13767050561,13766614061,1378022912,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.666666667,0,1,0
874,1.42E-05,0,6471,0.733333333,0,0,13767051161,13766614161,1378258136,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.666666667,0,1,0
875,1.45E-05,0,1835,0.65,0,0,13767051761,13766614261,1376865398,4,11703.99824,76.07598856,0.65,67108864,0,0,0.666666667,0,1,0
876,1.51E-05,0,1516,0.55,0,0,13767052361,13766614361,1376769687,4,11703.99824,64.37199032,0.55,67108864,0,0,0.6,0,1,0
877,0.005309275,0,8275,91.03333333,4742357.333,0,13767052961,13766614461,1378799388,4,11703.99824,10654.53973,91.03333333,67108864,4742357.333,0,12829.26667,0,2.266666667,0
878,1.49E-05,0,3316,0.583333333,0,0,13767053561,13766614561,1377310353,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.333333333,0,1,0
879,1.47E-05,0,1323,0.616666667,0,0,13767054161,13766614661,1376711781,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.666666667,0,1,0
880,1.44E-05,0,590,0.683333333,0,0,13767054761,13766614761,1376491862,4,11703.99824,79.97732131,0.683333333,67108864,0,0,1.333333333,0,1,0
881,8.72E-06,0,7038,0.666666667,134217.6,0,13767055361,13766614861,1378428253,4,11703.99824,78.02665493,0.666666667,67108864,134217.6,0,0.8,0,1,0
882,1.48E-05,0,5612,0.6,0,0,13767055961,13766614961,1378000410,4,11703.99824,70.22398944,0.6,67108864,0,0,0.666666667,0,1,0
883,1.48E-05,0,2536,0.6,0,0,13767056561,13766615061,1377076332,4,11703.99824,70.22398944,0.6,67108864,0,0,0.6,0,1,0
884,1.53E-05,0,6176,0.516666667,0,0,13767057161,13766615161,1378169627,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.6,0,1,0
885,1.44E-05,0,5109,0.683333333,0,0,13767057761,13766615261,1377849497,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.6,0,1,0
886,1.42E-05,0,4118,0.716666667,0,0,13767058361,13766615361,1377551874,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.666666667,0,1,0
887,0.014096972,0,8611,90.51666667,1879046.4,0,13767058961,13766615461,1378900197,4,11703.99824,10594.06907,90.51666667,67108864,1879046.4,2.533333333,3.666666667,704.1333333,9.733333333,0
888,1.52E-05,0,1700,0.533333333,0,0,13767059561,13766615561,1376824895,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.666666667,0,1,0
889,1.44E-05,0,7803,0.678571429,0,0,13767060161,13766615661,1378657775,4,11703.99824,79.41998806,0.678571429,67108864,0,0,1.071428571,0,1,0
890,1.43E-05,0,2261,0.7,0,0,13767060761,13766615761,1376993513,4,11703.99824,81.92798768,0.7,67108864,0,0,1.133333333,0,1.066666667,0
891,1.47E-05,0,6246,0.616666667,0,0,13767061361,13766615861,1378190629,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.6,0,1,0
892,1.47E-05,0,749,0.616666667,0,0,13767061961,13766615961,1376539567,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.666666667,0,1,0
893,1.48E-05,0,559,0.6,0,0,13767062561,13766616061,1376482561,4,11703.99824,70.22398944,0.6,67108864,0,0,1.533333333,0,1,0
894,1.48E-05,0,810,0.6,0,0,13767063161,13766616161,1376557868,4,11703.99824,70.22398944,0.6,67108864,0,0,0.4,0,1,0
895,1.12E-05,0,2595,0.55,178956.8,0,13767063761,13766616261,1377094033,4,11703.99824,64.37199032,0.55,67108864,178956.8,0,1,0,1,0
896,1.50E-05,0,3361,0.566666667,0,0,13767064361,13766616361,1377323855,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.333333333,0,1,0
897,1.43E-05,0,8242,0.7,0,0,13767064961,13766616461,1378789488,4,11703.99824,81.92798768,0.7,67108864,0,0,1.2,0,1,0
898,1.45E-05,0,7002,0.65,0,0,13767065561,13766616561,1378417452,4,11703.99824,76.07598856,0.65,67108864,0,0,1,0,1,0
899,1.51E-05,0,992,0.55,0,0,13767066161,13766616661,1376612472,4,11703.99824,64.37199032,0.55,67108864,0,0,0.466666667,0,1,0
900,1.49E-05,0,8427,0.583333333,0,0,13767066761,13766616761,1378844993,4,11703.99824,68.27332307,0.583333333,67108864,0,0,1.066666667,0,1,0
901,1.51E-05,0,2411,0.55,0,0,13767067361,13766616861,1377038829,4,11703.99824,64.37199032,0.55,67108864,0,0,0.466666667,0,1,0
902,1.45E-05,0,7075,0.666666667,0,0,13767067961,13766616961,1378439354,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.333333333,0,1.066666667,0
903,0.001756775,0,8117,76.31666667,4563400.267,0,13767068561,13766617061,1378751984,4,11703.99824,8932.101323,76.31666667,67108864,4563400.267,3247.6,24322.93333,0,2.066666667,0
904,1.47E-05,0,1837,0.616666667,0,0,13767069161,13766617161,1376865998,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.6,0,1,0
905,1.48E-05,0,2932,0.6,0,0,13767069761,13766617261,1377195143,4,11703.99824,70.22398944,0.6,67108864,0,0,0.8,0,1,0
906,1.42E-05,0,8371,0.733333333,0,0,13767070361,13766617361,1378828191,4,11703.99824,85.82932043,0.733333333,67108864,0,0,1,0,1,0
907,1.47E-05,0,8257,0.616666667,0,0,13767070961,13766617461,1378793988,4,11703.99824,72.17465581,0.616666667,67108864,0,0,1,0,1,0
908,1.53E-05,0,1735,0.5,0,0,13767071561,13766617561,1376835395,4,11703.99824,58.5199912,0.5,67108864,0,0,0.6,0,1,0
909,0.015651667,0,8277,87.2,17716738.4,0,13767072161,13766617661,1378799988,4,11703.99824,10205.88647,87.2,67108864,17716738.4,0.866666667,56630.6,0,2,0
910,2.88E-05,0,7851,0.7,357913.6,0,13767072761,13766617761,1378672176,4,11703.99824,81.92798768,0.7,67108864,357913.6,0,1.2,0,1,0
911,1.48E-05,0,4481,0.6,0,0,13767073361,13766617861,1377660782,4,11703.99824,70.22398944,0.6,67108864,0,0,0.666666667,0,1,0
912,1.45E-05,0,5789,0.666666667,0,0,13767073961,13766617961,1378053515,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.333333333,0,1,0
913,1.44E-05,0,8568,0.683333333,0,0,13767074561,13766618061,1378887296,4,11703.99824,79.97732131,0.683333333,67108864,0,0,1,0,1,0
914,1.50E-05,0,5431,0.566666667,0,0,13767075161,13766618161,1377946105,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
915,1.51E-05,0,33,0.55,0,0,13767075761,13766618261,1376324747,4,11703.99824,64.37199032,0.55,67108864,0,0,1.333333333,0,1,0
916,0.020039395,0,346,93.18333333,20624788.27,0,13767076361,13766618361,1376418655,4,11703.99824,10906.17569,93.18333333,67108864,20624788.27,0,6654.2,249.4,4.533333333,0
917,0.002696274,0,6310,93.66666667,6889840.8,0,13767076961,13766618461,1378209831,4,11703.99824,10962.74502,93.66666667,67108864,6889840.8,1.6,12760.86667,0,1.466666667,0
918,1.50E-05,0,6164,0.566666667,0,0,13767077561,13766618561,1378166026,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
919,1.44E-05,0,6651,0.683333333,0,0,13767078161,13766618661,1378312142,4,11703.99824,79.97732131,0.683333333,67108864,0,8.533333333,3.333333333,0,1.066666667,0
920,1.50E-05,0,1434,0.566666667,0,0,13767078761,13766618761,1376745085,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.6,0,1,0
921,1.52E-05,0,5141,0.533333333,0,0,13767079361,13766618861,1377859097,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.733333333,0,1,0
922,1.42E-05,0,6969,0.716666667,0,0,13767079961,13766618961,1378407550,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.866666667,0,1,0
923,1.46E-05,0,2547,0.633333333,0,0,13767080561,13766619061,1377079632,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
924,1.10E-05,0,6763,0.666666667,44739.2,0,13767081161,13766619161,1378345745,4,11703.99824,78.02665493,0.666666667,67108864,44739.2,0,0.666666667,0.066666667,1,0
925,1.46E-05,0,1333,0.633333333,0,0,13767081761,13766619261,1376714782,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.6,0,1,0
926,1.47E-05,0,3926,0.616666667,0,0,13767082361,13766619361,1377493968,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.666666667,0,1,0
927,1.42E-05,0,2369,0.733333333,0,0,13767082961,13766619461,1377026227,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.666666667,0,1,0
928,1.49E-05,0,1730,0.583333333,0,0,13767083561,13766619561,1376833896,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.6,0,1,0
929,1.50E-05,0,3503,0.566666667,0,0,13767084161,13766619661,1377366458,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1,0.066666667,1.066666667,0
930,1.44E-05,0,5494,0.683333333,0,0,13767084761,13766619761,1377965007,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.666666667,0,1,0
931,1.45E-05,0,5140,0.65,0,0,13767085361,13766619861,1377858797,4,11703.99824,76.07598856,0.65,67108864,0,0,0.533333333,0,1,0
932,1.49E-05,0,5715,0.583333333,0,0,13767085961,13766619961,1378031313,4,11703.99824,68.27332307,0.583333333,67108864,0,0,14.26666667,0,1,0
933,1.53E-05,0,2793,0.5,0,0,13767086561,13766620061,1377153439,4,11703.99824,58.5199912,0.5,67108864,0,0,0.333333333,0,1,0
934,1.53E-05,0,2209,0.516666667,0,0,13767087161,13766620161,1376977612,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.666666667,0,1,0
935,1.48E-05,0,5857,0.6,0,0,13767087761,13766620261,1378073918,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
936,1.43E-05,0,6765,0.7,0,0,13767088361,13766620361,1378346345,4,11703.99824,81.92798768,0.7,67108864,0,0,0.4,0,1,0
937,1.50E-05,0,1802,0.566666667,0,0,13767088961,13766620461,1376855497,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.666666667,0,1,0
938,1.51E-05,0,4311,0.55,0,0,13767089561,13766620561,1377609778,4,11703.99824,64.37199032,0.55,67108864,0,0,0.733333333,0,1.066666667,0
939,1.48E-05,0,7579,0.6,0,0,13767090161,13766620661,1378590568,4,11703.99824,70.22398944,0.6,67108864,0,0,1,0,1,0
940,1.42E-05,0,3259,0.733333333,0,0,13767090761,13766620761,1377293252,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.6,0,1,0
941,1.41E-05,0,7122,0.75,0,0,13767091361,13766620861,1378453455,4,11703.99824,87.7799868,0.75,67108864,0,0,1,0,1,0
942,1.04E-05,0,2107,0.5,134217.6,0,13767091961,13766620961,1376947008,4,11703.99824,58.5199912,0.5,67108864,134217.6,0,0.6,0,1,0
943,1.45E-05,0,5983,0.666666667,0,0,13767092561,13766621061,1378111720,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
944,1.48E-05,0,835,0.6,0,0,13767093161,13766621161,1376565369,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
945,1.46E-05,0,2149,0.633333333,0,0,13767093761,13766621261,1376959610,4,11703.99824,74.12532219,0.633333333,67108864,0,0,0.666666667,0,1,0
946,1.45E-05,0,660,0.666666667,0,0,13767094361,13766621361,1376512864,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.333333333,0,1,0
947,1.49E-05,0,6029,0.583333333,0,0,13767094961,13766621461,1378125522,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.666666667,0,1,0
948,1.49E-05,0,725,0.583333333,0,0,13767095561,13766621561,1376532366,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.333333333,0,1,0
949,1.43E-05,0,1459,0.7,0,0,13767096161,13766621661,1376752586,4,11703.99824,81.92798768,0.7,67108864,0,0,1.133333333,0,1.066666667,0
950,1.51E-05,0,816,0.55,0,0,13767096761,13766621761,1376559668,4,11703.99824,64.37199032,0.55,67108864,0,0,0.466666667,0,1,0
951,1.51E-05,0,6574,0.55,0,0,13767097361,13766621861,1378289039,4,11703.99824,64.37199032,0.55,67108864,0,0,0.733333333,0,1,0
952,1.49E-05,0,3543,0.583333333,0,0,13767097961,13766621961,1377378459,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.666666667,0,1,0
953,1.51E-05,0,2781,0.55,0,0,13767098561,13766622061,1377149839,4,11703.99824,64.37199032,0.55,67108864,0,0,0.533333333,0,1,0
954,0.038557174,0,2242,0.583333333,10290024.53,0,13767099161,13766622161,1376987812,4,11703.99824,68.27332307,0.583333333,67108864,10290024.53,0,1.2,0,1,0
955,4.75E-05,0,7423,0.7,447392,0,13767099761,13766622261,1378543763,4,11703.99824,81.92798768,0.7,67108864,447392,0,0.8,0,1,0
956,1.45E-05,0,5823,0.666666667,0,0,13767100361,13766622361,1378063716,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.866666667,0,1,0
957,1.42E-05,0,6999,0.716666667,0,0,13767100961,13766622461,1378416551,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1,0,1,0
958,1.47E-05,0,6725,0.616666667,0,0,13767101561,13766622561,1378334344,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.733333333,0,1,0
959,1.47E-05,0,2034,0.616666667,0,0,13767102161,13766622661,1376925106,4,11703.99824,72.17465581,0.616666667,67108864,0,0,1.2,0,1.066666667,0
960,1.48E-05,0,4697,0.6,0,0,13767102761,13766622761,1377725887,4,11703.99824,70.22398944,0.6,67108864,0,0,0.6,0,1,0
961,1.42E-05,0,6043,0.733333333,0,0,13767103361,13766622861,1378129722,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.666666667,0,1,0
962,1.52E-05,0,3650,0.533333333,0,0,13767103961,13766622961,1377411162,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.533333333,0,1,0
963,1.53E-05,0,1107,0.516666667,0,0,13767104561,13766623061,1376646975,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.333333333,0,1,0
964,1.53E-05,0,41,0.516666667,0,0,13767105161,13766623161,1376327147,4,11703.99824,60.47065757,0.516666667,67108864,0,0,1.8,0,1.066666667,0
965,1.44E-05,0,1991,0.683333333,0,0,13767105761,13766623261,1376912205,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.6,0,1,0
966,1.52E-05,0,4295,0.533333333,0,0,13767106361,13766623361,1377604978,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.6,0,1,0
967,1.43E-05,0,5001,0.696428571,0,0,13767106961,13766623461,1377817095,4,11703.99824,81.50998774,0.696428571,67108864,0,0,0.857142857,0,1,0
968,1.17E-05,0,5686,0.566666667,44739.2,0,13767107561,13766623561,1378022612,4,11703.99824,66.32265669,0.566666667,67108864,44739.2,32.66666667,4,0,1,0
969,1.45E-05,0,529,0.666666667,0,0,13767108161,13766623661,1376473560,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1.2,0,0.933333333,0
970,1.53E-05,0,636,0.516666667,0,0,13767108761,13766623761,1376505663,4,11703.99824,60.47065757,0.516666667,67108864,0,0,1.466666667,0,1,0
971,1.53E-05,0,4299,0.516666667,0,0,13767109361,13766623861,1377606178,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.666666667,0,1,0
972,1.53E-05,0,4314,0.5,0,0,13767109961,13766623961,1377610678,4,11703.99824,58.5199912,0.5,67108864,0,0,0.333333333,0,1,0
973,1.44E-05,0,6481,0.683333333,0,0,13767110561,13766624061,1378261137,4,11703.99824,79.97732131,0.683333333,67108864,0,0,0.8,0,1,0
974,1.46E-05,0,1479,0.633333333,0,0,13767111161,13766624161,1376758585,4,11703.99824,74.12532219,0.633333333,67108864,0,0,1.133333333,0.066666667,1.066666667,0
975,0.010710682,0,367,0.625,5464577.143,0,13767111761,13766624261,1376424956,4,11703.99824,73.149989,0.625,67108864,5464577.143,0,1.357142857,0,1,0
976,1.50E-05,0,3612,0.566666667,0,0,13767112361,13766624361,1377399761,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1.066666667,0.066666667,1.066666667,0
977,1.52E-05,0,1254,0.533333333,0,0,13767112961,13766624461,1376691079,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.666666667,0,1,0
978,1.45E-05,0,7021,0.666666667,0,0,13767113561,13766624561,1378423152,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
979,1.52E-05,0,6188,0.533333333,0,0,13767114161,13766624661,1378173227,4,11703.99824,62.42132395,0.533333333,67108864,0,0,0.4,0,1,0
980,1.44E-05,0,7086,0.683333333,0,0,13767114761,13766624761,1378442654,4,11703.99824,79.97732131,0.683333333,67108864,0,0,1,0,1,0
981,1.51E-05,0,1400,0.55,0,0,13767115361,13766624861,1376734883,4,11703.99824,64.37199032,0.55,67108864,0,0,0.533333333,0,1,0
982,0.000612886,0,2243,0.616666667,1386915.2,0,13767115961,13766624961,1376988112,4,11703.99824,72.17465581,0.616666667,67108864,1386915.2,0,0.6,0,1,0
983,1.52E-05,0,401,0.533333333,0,0,13767116561,13766625061,1376435156,4,11703.99824,62.42132395,0.533333333,67108864,0,0,1.4,0,1,0
984,1.48E-05,0,1899,0.6,0,0,13767117161,13766625161,1376884602,4,11703.99824,70.22398944,0.6,67108864,0,0,0.6,0,1,0
985,1.47E-05,0,5242,0.616666667,0,0,13767117761,13766625261,1377889400,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.866666667,0,1.066666667,0
986,1.42E-05,0,4245,0.716666667,0,0,13767118361,13766625361,1377589976,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1,0,1.066666667,0
987,1.48E-05,0,7598,0.6,0,0,13767118961,13766625461,1378596269,4,11703.99824,70.22398944,0.6,67108864,0,0,14.6,0,1,0
988,1.48E-05,0,8266,0.6,0,0,13767119561,13766625561,1378796689,4,11703.99824,70.22398944,0.6,67108864,0,0,1,0,1,0
989,1.45E-05,0,6026,0.666666667,0,0,13767120161,13766625661,1378124622,4,11703.99824,78.02665493,0.666666667,67108864,0,0,0.666666667,0,1,0
990,1.51E-05,0,2300,0.55,0,0,13767120761,13766625761,1377005225,4,11703.99824,64.37199032,0.55,67108864,0,0,0.333333333,0,1,0
991,1.45E-05,0,7782,0.666666667,0,0,13767121361,13766625861,1378651474,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1,0,1,0
992,1.49E-05,0,5808,0.583333333,0,0,13767121961,13766625961,1378059216,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.333333333,0,1,0
993,1.42E-05,0,6397,0.733333333,0,0,13767122561,13766626061,1378235933,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.666666667,0,1,0
994,1.45E-05,0,4352,0.65,0,0,13767123161,13766626161,1377622079,4,11703.99824,76.07598856,0.65,67108864,0,0,0.666666667,0,1,0
995,1.42E-05,0,8218,0.716666667,0,0,13767123761,13766626261,1378782287,4,11703.99824,83.87865405,0.716666667,67108864,0,0,1,0,0.933333333,0
996,0.00290168,0,6328,86.58333333,5055532.267,0,13767124361,13766626361,1378215231,4,11703.99824,10133.71181,86.58333333,67108864,5055532.267,0,6718.066667,515.9333333,6.4,0
997,1.50E-05,0,1225,0.566666667,0,0,13767124961,13766626461,1376682379,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.333333333,0,1,0
998,1.45E-05,0,7808,0.666666667,0,0,13767125561,13766626561,1378659276,4,11703.99824,78.02665493,0.666666667,67108864,0,0,1,0,1,0
999,1.48E-05,0,5145,0.6,0,0,13767126161,13766626661,1377860297,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
1000,0.000217481,0,8553,14.91666667,1386915.2,0,13767126761,13766626761,1378882796,4,11703.99824,1745.846404,14.91666667,67108864,1386915.2,10.2,8,3058.933333,84.66666667,0
1001,1.51E-05,0,2221,0.55,0,0,13767127361,13766626861,1376981212,4,11703.99824,64.37199032,0.55,67108864,0,0,0.8,0,1,0
1002,1.53E-05,0,4606,0.516666667,0,0,13767127961,13766626961,1377698585,4,11703.99824,60.47065757,0.516666667,67108864,0,0,0.733333333,0,1,0
1003,1.42E-05,0,6101,0.716666667,0,0,13767128561,13766627061,1378147124,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.666666667,0,1,0
1004,1.48E-05,0,3282,0.6,0,0,13767129161,13766627161,1377300152,4,11703.99824,70.22398944,0.6,67108864,0,0,0.6,0,1,0
1005,1.43E-05,0,6766,0.7,0,0,13767129761,13766627261,1378346645,4,11703.99824,81.92798768,0.7,67108864,0,0,0.466666667,0,1,0
1006,1.50E-05,0,5288,0.566666667,0,0,13767130361,13766627361,1377903201,4,11703.99824,66.32265669,0.566666667,67108864,0,0,0.6,0,1,0
1007,1.42E-05,0,8346,0.733333333,0,0,13767130961,13766627461,1378820691,4,11703.99824,85.82932043,0.733333333,67108864,0,0,1,0,1,0
1008,9.46E-06,0,8296,0.7,178956.8,0,13767131561,13766627561,1378805689,4,11703.99824,81.92798768,0.7,67108864,178956.8,36.93333333,5.2,0,1,0
1009,1.49E-05,0,5609,0.583333333,0,0,13767132161,13766627661,1377999510,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.666666667,0,1,0
1010,1.49E-05,0,4763,0.583333333,0,0,13767132761,13766627761,1377745689,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.533333333,0,1,0
1011,8.56E-06,0,3867,0.683333333,134217.6,0,13767133361,13766627861,1377476267,4,11703.99824,79.97732131,0.683333333,67108864,134217.6,0,0.533333333,0,1,0
1012,1.51E-05,0,1764,0.55,0,0,13767133961,13766627961,1376844096,4,11703.99824,64.37199032,0.55,67108864,0,0,0.666666667,0,1,0
1013,1.48E-05,0,5333,0.6,0,0,13767134561,13766628061,1377916702,4,11703.99824,70.22398944,0.6,67108864,0,0,0.533333333,0,1,0
1014,1.45E-05,0,7141,0.65,0,0,13767135161,13766628161,1378459156,4,11703.99824,76.07598856,0.65,67108864,0,0,1,0,1,0
1015,1.48E-05,0,667,0.6,0,0,13767135761,13766628261,1376514964,4,11703.99824,70.22398944,0.6,67108864,0,0,1.333333333,0,1,0
1016,1.51E-05,0,619,0.55,0,0,13767136361,13766628361,1376500562,4,11703.99824,64.37199032,0.55,67108864,0,0,1.333333333,0,1,0
1017,1.50E-05,0,8344,0.566666667,0,0,13767136961,13766628461,1378820091,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1,0,1,0
1018,1.47E-05,0,6817,0.616666667,0,0,13767137561,13766628561,1378361947,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.533333333,0,1,0
1019,1.42E-05,0,6163,0.733333333,0,0,13767138161,13766628661,1378165726,4,11703.99824,85.82932043,0.733333333,67108864,0,0,0.666666667,0,1,0
1020,8.41E-06,0,5866,0.7,134217.6,0,13767138761,13766628761,1378076618,4,11703.99824,81.92798768,0.7,67108864,134217.6,32.66666667,4.2,0,1,0
1021,0.000435797,0,504,94.23333333,9350500.533,0,13767139361,13766628861,1376466059,4,11703.99824,11029.06767,94.23333333,67108864,9350500.533,0.066666667,9002.733333,0,1.533333333,0
1022,1.46E-05,0,7078,0.633333333,0,0,13767139961,13766628961,1378440254,4,11703.99824,74.12532219,0.633333333,67108864,0,0,1,0,1,0
1023,1.49E-05,0,4779,0.583333333,0,0,13767140561,13766629061,1377750490,4,11703.99824,68.27332307,0.583333333,67108864,0,0,0.533333333,0,1,0
1024,1.47E-05,0,4475,0.616666667,0,0,13767141161,13766629161,1377658982,4,11703.99824,72.17465581,0.616666667,67108864,0,0,0.666666667,0,1,0
1025,1.42E-05,0,6055,0.716666667,0,0,13767141761,13766629261,1378133323,4,11703.99824,83.87865405,0.716666667,67108864,0,0,0.6,0,1,0
1026,1.16E-05,0,422,0.583333333,44739.2,0,13767142361,13766629361,1376441457,4,11703.99824,68.27332307,0.583333333,67108864,44739.2,0,1.4,0,1,0
1027,1.50E-05,0,149,0.566666667,0,0,13767142961,13766629461,1376359550,4,11703.99824,66.32265669,0.566666667,67108864,0,0,1.333333333,0,1,0
